Time Stamp= 2010-03-23 03:27:00
0.050	0.070	248.906	39.950	-0.055	6.393	0.783	0.002	2.550	16.980	73.259
0.055	0.072	251.719	51.700	0.550	3.440	0.512	-0.066	2.550	16.980	73.259
0.060	0.014	225.000	54.834	-1.243	2.705	0.303	0.256	2.550	16.980	73.259
0.065	0.018	234.844	45.769	0.845	4.839	0.709	-0.047	2.550	16.980	73.259
0.070	0.074	248.906	33.124	6.375	9.940	0.887	-0.086	2.300	16.980	73.259
0.075	0.104	240.469	50.134	0.824	4.392	0.756	-0.035	1.880	16.980	73.259
0.080	0.064	234.844	41.405	-1.041	6.184	0.799	0.033	2.270	16.980	73.259
0.085	0.041	233.438	42.077	-1.905	6.128	0.812	0.055	1.990	16.980	73.259
0.090	0.018	220.781	54.834	-0.766	2.728	0.312	0.154	1.930	16.980	73.259
0.095	0.026	229.219	44.539	-0.567	5.100	0.723	0.029	1.910	16.980	73.259
0.100	0.023	227.812	38.496	0.054	3.455	0.449	-0.008	2.100	16.980	73.259
0.110	0.053	216.562	39.838	-1.353	5.550	0.682	0.086	1.230	16.980	73.259
0.120	0.024	217.969	41.741	-0.118	4.833	0.619	0.010	1.320	16.980	73.259
0.130	0.015	213.750	42.300	-0.318	4.236	0.539	0.035	1.330	16.980	73.259
0.140	0.008	248.906	54.274	0.047	2.503	0.213	-0.012	1.450	16.980	73.259
0.150	0.016	279.844	52.148	-1.411	3.087	0.402	0.230	1.120	16.980	73.259
0.160	0.057	299.531	30.438	-1.102	9.122	0.799	0.035	1.130	16.980	73.259
0.170	0.179	300.938	27.417	-0.748	10.317	0.812	0.021	1.030	16.980	73.259
0.180	0.351	300.938	26.634	-1.630	8.974	0.777	0.061	0.960	16.980	73.259
0.190	0.335	300.938	26.298	-1.776	9.922	0.799	0.057	0.940	16.980	73.259
0.200	0.232	305.156	33.124	-0.534	5.918	0.662	0.037	1.040	16.980	73.259
0.210	0.225	309.375	25.291	0.309	7.359	0.750	-0.014	1.040	16.980	73.259
0.220	0.146	303.750	25.067	-0.934	8.636	0.775	0.035	1.120	16.980	73.259
0.230	0.101	303.750	36.481	-0.079	4.662	0.572	0.008	1.050	16.980	73.259
0.240	0.111	305.156	30.662	-0.544	7.014	0.715	0.029	1.000	16.980	73.259
0.250	0.081	313.594	39.391	0.056	3.637	0.461	-0.008	1.030	16.980	73.259
0.260	0.075	305.156	37.712	-0.213	4.613	0.566	0.021	1.020	16.980	73.259
0.270	0.088	310.781	31.222	0.089	4.522	0.605	-0.008	0.930	16.980	73.259
0.280	0.039	310.781	38.608	0.380	3.485	0.451	-0.055	1.040	16.980	73.259
0.290	0.054	307.969	35.922	0.207	4.462	0.559	-0.021	1.020	16.980	73.259
0.300	0.055	305.156	33.236	0.618	4.539	0.584	-0.059	1.030	16.980	73.259
0.310	0.034	316.406	36.146	0.445	4.896	0.592	-0.041	0.910	16.980	73.259
0.320	0.030	320.625	34.803	-0.859	5.303	0.623	0.070	0.970	16.980	73.259
0.330	0.028	310.781	36.817	-0.739	5.357	0.631	0.059	0.890	16.980	73.259
0.340	0.031	310.781	34.915	0.347	5.701	0.650	-0.025	0.890	16.980	73.259
0.350	0.027	305.156	36.369	0.153	4.995	0.600	-0.014	0.950	16.980	73.259
0.360	0.027	315.000	35.250	-0.647	5.715	0.652	0.047	0.950	16.980	73.259
0.370	0.022	319.219	38.943	-0.093	4.485	0.555	0.010	0.920	16.980	73.259
0.380	0.029	312.188	34.915	1.340	5.984	0.670	-0.090	0.830	16.980	73.259
0.390	0.015	312.188	48.791	-0.331	2.909	0.314	0.066	0.940	16.980	73.259
0.400	0.010	320.625	55.953	-0.679	2.356	0.164	0.184	1.040	16.980	73.259
0.410	0.012	309.375	44.986	-0.308	3.004	0.338	0.059	1.080	16.980	73.259
0.420	0.017	300.938	43.755	-0.525	3.953	0.506	0.064	0.820	16.980	73.259
0.430	0.011	298.125	52.372	-0.409	2.823	0.314	0.082	0.940	16.980	73.259
