Time Stamp= 2012-02-01 00:20:00
0.110	0.086	115.312	35.250	0.479	-0.084	1.440
0.120	0.259	106.875	20.479	0.855	-0.043	1.210
0.130	0.835	98.438	14.100	0.932	-0.018	1.140
0.140	1.000	98.438	13.988	0.918	-0.012	1.040
0.150	0.719	92.812	17.681	0.846	0.000	1.100
0.160	0.634	92.812	19.024	0.850	-0.037	1.020
0.170	0.298	88.594	29.319	0.627	-0.107	1.070
0.180	0.205	91.406	24.955	0.717	-0.045	1.060
0.190	0.149	105.469	28.200	0.637	0.033	0.990
0.200	0.292	98.438	24.619	0.721	-0.012	0.980
0.210	0.169	108.281	28.648	0.676	-0.012	1.140
0.220	0.147	111.094	35.138	0.572	0.031	0.980
0.230	0.118	104.062	32.229	0.592	0.016	0.990
0.240	0.096	104.062	35.027	0.492	-0.029	1.050
0.250	0.093	95.625	34.355	0.559	-0.096	0.990
0.260	0.112	102.656	29.767	0.633	-0.029	0.900
0.270	0.059	95.625	35.362	0.496	-0.021	1.000
0.280	0.063	99.844	32.900	0.629	0.039	0.990
0.290	0.038	95.625	39.167	0.514	-0.096	1.050
0.300	0.046	92.812	38.160	0.494	-0.100	1.000
0.310	0.051	95.625	38.831	0.547	0.064	0.860
0.320	0.037	85.781	37.377	0.615	0.037	0.930
0.330	0.032	99.844	34.579	0.695	0.037	1.030
0.340	0.031	105.469	37.936	0.459	0.014	0.990
0.350	0.016	104.062	42.412	0.348	0.027	1.090
0.360	0.019	102.656	41.069	0.398	0.115	0.960
0.370	0.023	106.875	37.712	0.609	0.072	0.900
0.380	0.019	88.594	43.308	0.504	-0.021	1.050
0.390	0.019	85.781	42.636	0.535	0.049	0.950
0.400	0.010	97.031	46.553	0.555	0.002	1.130
0.410	0.012	102.656	46.329	0.322	0.031	1.050
0.420	0.014	85.781	45.434	0.303	0.021	0.910
0.430	0.012	91.406	49.462	0.559	0.055	0.890
0.440	0.009	85.781	47.560	0.471	-0.014	1.000
0.450	0.008	80.156	44.091	0.564	-0.119	1.090
0.460	0.010	74.531	45.769	0.486	0.102	0.960
0.470	0.007	68.906	48.231	0.340	0.090	1.020
0.480	0.006	64.688	59.758	0.043	0.146	0.960
0.490	0.005	70.312	60.653	0.027	0.107	1.020
0.500	0.006	60.469	57.520	0.154	0.068	0.920
0.510	0.006	75.938	57.743	0.094	0.041	0.820
0.520	0.005	75.938	56.960	0.240	0.309	0.860
0.530	0.007	85.781	60.093	0.219	0.258	0.700
0.540	0.006	49.219	60.429	0.336	0.201	0.550
0.550	0.005	60.469	55.953	0.311	0.000	0.530
0.560	0.005	75.938	51.924	0.363	-0.039	0.520
0.570	0.004	75.938	51.253	0.393	0.125	0.610
0.580	0.004	49.219	53.603	0.230	0.039	0.490
Time Stamp= 2012-02-01 03:50:00
0.025	0.000	54.844	74.977	0.256	0.021	2.550
0.030	0.000	119.531	71.396	-0.156	-0.354	2.550
0.035	0.001	56.250	64.682	0.402	0.230	2.550
0.040	0.002	160.312	68.486	-0.090	0.459	2.550
0.045	0.003	111.094	69.717	0.086	-0.496	2.550
0.050	0.007	81.562	61.324	0.350	-0.176	2.550
0.055	0.007	146.250	47.560	0.371	0.057	2.550
0.060	0.037	157.500	37.377	0.451	-0.041	2.380
0.065	0.229	154.688	29.319	0.797	-0.062	2.240
0.070	1.000	157.500	14.324	0.939	-0.004	1.950
0.075	0.831	163.125	15.891	0.938	0.035	1.880
0.080	0.306	163.125	20.926	0.850	-0.016	1.970
0.085	0.144	168.750	17.457	0.914	0.055	1.850
0.090	0.082	158.906	23.948	0.855	-0.020	1.760
0.095	0.058	150.469	31.557	0.721	0.023	1.430
0.100	0.034	135.000	38.496	0.520	0.164	1.510
0.110	0.051	125.156	33.236	0.529	0.021	1.270
0.120	0.099	106.875	25.850	0.750	-0.023	1.230
0.130	0.315	102.656	16.674	0.881	-0.021	1.150
0.140	0.395	101.250	18.241	0.869	-0.012	1.110
0.150	0.297	102.656	18.241	0.869	-0.020	1.040
0.160	0.341	97.031	21.262	0.793	-0.033	1.020
0.170	0.321	97.031	21.598	0.785	-0.047	1.020
0.180	0.275	101.250	21.486	0.779	-0.025	0.960
0.190	0.147	104.062	23.724	0.736	0.020	0.990
0.200	0.096	101.250	31.110	0.580	-0.070	1.010
0.210	0.092	98.438	30.103	0.650	-0.074	0.990
0.220	0.060	101.250	33.012	0.641	-0.027	1.060
0.230	0.059	101.250	30.662	0.641	-0.006	1.000
0.240	0.035	105.469	41.629	0.221	0.029	1.070
0.250	0.030	99.844	44.650	0.166	-0.070	1.130
0.260	0.033	92.812	41.181	0.324	-0.057	1.060
0.270	0.051	99.844	27.641	0.760	-0.033	0.900
